Catalog #,Accession #,Class 1,Kingdom,Phylum/Division,Class,Order,Family,Sci. Name:Genus,Sci. Name:Species,Common Name,TSN,Item Count,Quantity,Storage Unit,Description,Dimens/Weight,Collector,Collection #,Collection Date,Condition,Condition Desc,Study #,Other Numbers,Cataloger,Catalog Date,Identified By,Ident Date,Repro Method,Locality,Unit,State,Reference Datum,Watrbody/Drain:Waterbody,Watrbody/Drain:Drainage,UTM Z/E/N,Lat LongN/W,Elevation,Depth,Depos Environ,Habitat/Comm,Habitat,Slope,Aspect,Soil Type,For/Per/Sub,Assoc Spec,Type Specimen,Threat/Endang,T/E Date,Rare,Exotic/Native,Age,Sex,Notes,Field Season,Ctrl Prop,Location,Object Status,Status Date,Catalog Folder,Maint. Cycle
BELA   56617,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Umbilicariaceae,Umbilicaria,rigida,"","",1,"",EA,Umbilicaria rigida; whole organism,"","HOLT, EMILY",21198,7/29/2003,COM/GD,"","",Arctos=UAMb:Herb:56670 ALAAC=L31280,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/29/2003,"","Plot 4S, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.50543/W163.43646,1100 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56618,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Bryoria,nitidula,"","",1,"",EA,Bryoria nitidula; whole organism,"","HOLT, EMILY",21266,7/30/2003,COM/GD,"","",Arctos=UAMb:Herb:56671 ALAAC=L24774,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/30/2003,"","Plot 6L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.66158/W163.22913,1150 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56614,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,cenotea,"","",1,"",EA,Cladonia cenotea; whole organism,"","HOLT, EMILY",21171,7/29/2003,COM/GD,"","",Arctos=UAMb:Herb:56672 ALAAC=L24749,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/29/2003,"","Plot 4M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.57438/W163.30933,1100 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56619,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,vermicularis,"","",1,"",EA,Thamnolia vermicularis; whole organism,"","HOLT, EMILY",21307,7/30/2003,COM/GD,"","",Arctos=UAMb:Herb:56673 ALAAC=L24785,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/30/2003,"","Plot 6P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.61686/W163.43085,1150 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56620,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,vermicularis,"","",1,"",EA,Thamnolia vermicularis; whole organism,"","HOLT, EMILY",21270,7/30/2003,COM/GD,"","",Arctos=UAMb:Herb:56674 ALAAC=L24776,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/30/2003,"","Plot 6L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.66158/W163.22913,1150 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56394,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,coccifera,"","",1,"",EA,Cladonia coccifera; whole organism,"","HOLT, EMILY",20381,6/19/2003,COM/GD,"","",Arctos=UAMb:Herb:56682 ALAAC=L31041,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/19/2003,"","Plot 4L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.51042/W163.15233,1325 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56395,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Cladoniaceae,Cladina,stellaris,"","",1,"",EA,Cladina stellaris; whole organism,"","HOLT, EMILY",21142,6/19/2003,COM/GD,"","",Arctos=UAMb:Herb:56683 ALAAC=L31113,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/19/2003,"","Plot 4L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.51042/W163.15233,1325 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56396,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Stereocaulaceae,Stereocaulon,paschale,"","",1,"",EA,Stereocaulon paschale; whole organism,"","HOLT, EMILY",21162,6/19/2003,COM/GD,"","",Arctos=UAMb:Herb:56684 ALAAC=L30899,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/19/2003,"","Plot 4L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.51042/W163.15233,1325 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56397,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,bellidiflora,"","",1,"",EA,Cladonia bellidiflora; whole organism,"","HOLT, EMILY",20989,6/19/2003,COM/GD,"","",Arctos=UAMb:Herb:56685 ALAAC=L31276,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/19/2003,"","Plot 2M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.44418/W162.92053,1100 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56398,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Dactylina,beringica,"","",1,"",EA,Dactylina beringica; whole organism,"","HOLT, EMILY",20430,6/28/2003,COM/GD,"","",Arctos=UAMb:Herb:56686 ALAAC=L24421,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/28/2003,"","Plot 10P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.87338/W163.52345,500 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56399,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,vermicularis,"","",1,"",EA,Thamnolia vermicularis; whole organism,"","HOLT, EMILY",20423,6/28/2003,COM/GD,"","",Arctos=UAMb:Herb:56687 ALAAC=L24419,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/28/2003,"","Plot 10M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.87962/W163.68781,600 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56400,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,vermicularis,"","",1,"",EA,Thamnolia vermicularis; whole organism,"","HOLT, EMILY",20416,6/28/2003,COM/GD,"","",Arctos=UAMb:Herb:56688 ALAAC=L24417,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/28/2003,"","Plot 10L-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.00737/W163.26221,625 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56509,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Ramalina,almquistii,"","",1,"",EA,Ramalina almquistii; whole organism,"","HOLT, EMILY",21426,7/12/2003,COM/GD,"","",Arctos=UAMb:Herb:56689 ALAAC=L24809,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/12/2003,"","Plot 8L-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.76615/W164.16724,775 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56510,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Dactylina,ramulosa,"","",1,"",EA,Dactylina ramulosa; whole organism,"","HOLT, EMILY",21424,7/12/2003,COM/GD,"","",Arctos=UAMb:Herb:56690 ALAAC=L24808,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/12/2003,"","Plot 8L-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.76615/W164.16724,775 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56511,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Dactylina,arctica,"","",1,"",EA,Dactylina arctica; whole organism,"","HOLT, EMILY",21428,7/12/2003,COM/GD,"","",Arctos=UAMb:Herb:56691 ALAAC=L24810,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/12/2003,"","Plot 8L-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.76615/W164.16724,775 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56512,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,,Peltigeraceae,Peltigera,leucophlebia,"","",1,"",EA,Peltigera leucophlebia; whole organism,"","HOLT, EMILY",20920,7/12/2003,COM/GD,"","",Arctos=UAMb:Herb:56692 ALAAC=L24560,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/12/2003,"","Plot 1S-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.30827/W163.71103,2300 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56508,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,coccifera,"","",1,"",EA,Cladonia coccifera; whole organism,"","HOLT, EMILY",20364b,7/12/2003,COM/GD,"","",Arctos=UAMb:Herb:56693 ALAAC=L24408,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/12/2003,"","Plot 1S-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.30827/W163.71103,2300 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56513,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,subuliformis,"","",1,"",EA,Thamnolia subuliformis; whole organism,"","HOLT, EMILY",20924,7/12/2003,COM/GD,"","",Arctos=UAMb:Herb:56694 ALAAC=L24562,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/12/2003,"","Plot 1S-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.30827/W163.71103,2300 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56514,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,subuliformis,"","",1,"",EA,Thamnolia subuliformis; whole organism,"","HOLT, EMILY",20897,7/12/2003,COM/GD,"","",Arctos=UAMb:Herb:56695 ALAAC=L24552,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/12/2003,"","Plot 1S, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.33508/W163.66986,1250 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56621,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Cladoniaceae,Cladina,arbuscula,"","",1,"",EA,Cladina arbuscula; whole organism,"","HOLT, EMILY",21265,7/30/2003,COM/GD,"","",Arctos=UAMb:Herb:56696 ALAAC=L24773,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/30/2003,"","Plot 6L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.66158/W163.22913,1150 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56622,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,squamosa,"","",1,"",EA,Cladonia squamosa; whole organism,"","HOLT, EMILY",21308,7/30/2003,COM/GD,"","",Arctos=UAMb:Herb:56697 ALAAC=L24786,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/30/2003,"","Plot 6P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.61686/W163.43085,1150 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56623,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,sulphurina,"","",1,"",EA,Cladonia sulphurina; whole organism,"","HOLT, EMILY",21303,7/30/2003,COM/GD,"","",Arctos=UAMb:Herb:56698 ALAAC=L24784,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/30/2003,"","Plot 6P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.61686/W163.43085,1150 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56624,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,cenotea,"","",1,"",EA,Cladonia cenotea; whole organism,"","HOLT, EMILY",21220a,7/30/2003,COM/GD,"","",Arctos=UAMb:Herb:56699 ALAAC=L24763,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/30/2003,"","Plot 5P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.62273/W162.94176,850 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56625,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,cyanipes,"","",1,"",EA,Cladonia cyanipes; whole organism,"","HOLT, EMILY",21222,7/30/2003,COM/GD,"","",Arctos=UAMb:Herb:56700 ALAAC=L24764,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/30/2003,"","Plot 5P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.62273/W162.94176,850 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56626,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,cornuta,"","",1,"",EA,Cladonia cornuta; whole organism,"","HOLT, EMILY",21221,7/30/2003,COM/GD,"","",Arctos=UAMb:Herb:56701 ALAAC=L31117,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/30/2003,"","Plot 5P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.62273/W162.94176,850 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56627,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,,Peltigeraceae,Peltigera,leucophlebia,"","",1,"",EA,Peltigera leucophlebia; whole organism,"","HOLT, EMILY",21226,7/30/2003,COM/GD,"","",Arctos=UAMb:Herb:56702 ALAAC=L31118,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/30/2003,"","Plot 5P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.62273/W162.94176,850 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56401,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,subuliformis,"","",1,"",EA,Thamnolia subuliformis; whole organism,"","HOLT, EMILY",20422,6/28/2003,COM/GD,"","",Arctos=UAMb:Herb:56711 ALAAC=L24418,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/28/2003,"","Plot 10M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.87962/W163.68781,600 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56402,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,subuliformis,"","",1,"",EA,Thamnolia subuliformis; whole organism,"","HOLT, EMILY",20415,6/28/2003,COM/GD,"","",Arctos=UAMb:Herb:56712 ALAAC=L24416,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/28/2003,"","Plot 10L-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.00737/W163.26221,625 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56403,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,macroceras,"","",1,"",EA,Cladonia macroceras; whole organism,"","HOLT, EMILY",20428,6/28/2003,COM/GD,"","",Arctos=UAMb:Herb:56713 ALAAC=L24420,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/28/2003,"","Plot 10P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.87338/W163.52345,500 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56404,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Cladoniaceae,Cladina,arbuscula,"","",1,"",EA,Cladina arbuscula; whole organism,"","HOLT, EMILY",20410,6/28/2003,COM/GD,"","",Arctos=UAMb:Herb:56714 ALAAC=L24415,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/28/2003,"","Plot 10L-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.00737/W163.26221,625 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56405,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,pyxidata,"","",1,"",EA,Cladonia pyxidata; whole organism,"","HOLT, EMILY",20403,6/28/2003,COM/GD,"","",Arctos=UAMb:Herb:56715 ALAAC=L24414,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/28/2003,"","Plot 10L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.8674/W163.60281,875 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56406,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Masonhalea,richardsonii,"","",1,"",EA,Masonhalea richardsonii; whole organism,"","HOLT, EMILY",20433,6/28/2003,COM/GD,"","",Arctos=UAMb:Herb:56716 ALAAC=L31044,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/28/2003,"","Plot 10P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.87338/W163.52345,500 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56407,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria,tilesii,"","",1,"",EA,Cetraria tilesii; whole organism,"","HOLT, EMILY",20401,6/28/2003,COM/GD,"","",Arctos=UAMb:Herb:56717 ALAAC=L31043,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/28/2003,"","Plot 10L, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.8674/W163.60281,875 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56515,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,stricta,"","",1,"",EA,Cladonia stricta; whole organism,"","HOLT, EMILY",20577,7/12/2003,COM/GD,"","",Arctos=UAMb:Herb:56718 ALAAC=L24457,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/12/2003,"","Plot 12S-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.82735/W164.49477,1625 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56516,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,amaurocraea,"","",1,"",EA,Cladonia amaurocraea; whole organism,"","HOLT, EMILY",20906,7/12/2003,COM/GD,"","",Arctos=UAMb:Herb:56719 ALAAC=L24555,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/12/2003,"","Plot 1S-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.30827/W163.71103,2300 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56517,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,gracilis,"","",1,"",EA,Cladonia gracilis; whole organism,"","HOLT, EMILY",20889a,7/12/2003,COM/GD,"","",Arctos=UAMb:Herb:56720 ALAAC=L24550,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/12/2003,"","Plot 1S, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.33508/W163.66986,1250 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56518,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,borealis,"","",1,"",EA,Cladonia borealis; whole organism,"","HOLT, EMILY",20363b,7/12/2003,COM/GD,"","",Arctos=UAMb:Herb:56721 ALAAC=L24407,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/12/2003,"","Plot 1S-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.30827/W163.71103,2300 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56519,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Asahinea,scholanderi,"","",1,"",EA,Asahinea scholanderi; whole organism,"","HOLT, EMILY",20580,7/12/2003,COM/GD,"","",Arctos=UAMb:Herb:56722 ALAAC=L31056,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/12/2003,"","Plot 12S-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.82735/W164.49477,1625 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56520,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Asahinea,chrysantha,"","",1,"",EA,Asahinea chrysantha; whole organism,"","HOLT, EMILY",21419,7/12/2003,COM/GD,"","",Arctos=UAMb:Herb:56723 ALAAC=L31136,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/12/2003,"","Plot 8L-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.76615/W164.16724,775 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56521,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria,nigricans,"","",1,"",EA,Cetraria nigricans; whole organism,"","HOLT, EMILY",20573,7/12/2003,COM/GD,"","",Arctos=UAMb:Herb:56724 ALAAC=L31055,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/12/2003,"","Plot 12S-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.82735/W164.49477,1625 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56628,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,,Peltigeraceae,Peltigera,leucophlebia,"","",1,"",EA,Peltigera leucophlebia; whole organism,"","HOLT, EMILY",21528,7/30/2003,COM/GD,"","",Arctos=UAMb:Herb:56725 ALAAC=L31148,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/30/2003,"","Plot F54-9, on Seward Peninsula near BELA","",AK,WGS 84,"","","",N65.50924/W164.24512,250 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56629,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,cyanipes,"","",1,"",EA,Cladonia cyanipes; whole organism,"","HOLT, EMILY",21299,7/30/2003,COM/GD,"","",Arctos=UAMb:Herb:56726 ALAAC=L31121,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/30/2003,"","Plot 6P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.61686/W163.43085,1150 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
