Catalog #,Accession #,Class 1,Kingdom,Phylum/Division,Class,Order,Family,Sci. Name:Genus,Sci. Name:Species,Common Name,TSN,Item Count,Quantity,Storage Unit,Description,Dimens/Weight,Collector,Collection #,Collection Date,Condition,Condition Desc,Study #,Other Numbers,Cataloger,Catalog Date,Identified By,Ident Date,Repro Method,Locality,Unit,State,Reference Datum,Watrbody/Drain:Waterbody,Watrbody/Drain:Drainage,UTM Z/E/N,Lat LongN/W,Elevation,Depth,Depos Environ,Habitat/Comm,Habitat,Slope,Aspect,Soil Type,For/Per/Sub,Assoc Spec,Type Specimen,Threat/Endang,T/E Date,Rare,Exotic/Native,Age,Sex,Notes,Field Season,Ctrl Prop,Location,Object Status,Status Date,Catalog Folder,Maint. Cycle
BELA   56457,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,gracilis,"","",1,"",EA,Cladonia gracilis; whole organism,"","HOLT, EMILY",21436,7/5/2003,COM/GD,"","",Arctos=UAMb:Herb:56915 ALAAC=L31140,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/5/2003,"","Plot 8M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.65105/W164.14137,425 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56565,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,vermicularis,"","",1,"",EA,Thamnolia vermicularis; whole organism,"","HOLT, EMILY",20813,7/20/2003,COM/GD,"","",Arctos=UAMb:Herb:56916 ALAAC=L24532,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/20/2003,"","Plot 19M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.18131/W164.5916,100 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56566,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,vermicularis,"","",1,"",EA,Thamnolia vermicularis; whole organism,"","HOLT, EMILY",20775,7/20/2003,COM/GD,"","",Arctos=UAMb:Herb:56917 ALAAC=L24517,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/20/2003,"","Plot 17M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.24532/W165.17146,75 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56567,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,subuliformis,"","",1,"",EA,Thamnolia subuliformis; whole organism,"","HOLT, EMILY",20793,7/20/2003,COM/GD,"","",Arctos=UAMb:Herb:56918 ALAAC=L24522,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/20/2003,"","Plot 18M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.17747/W165.07835,100 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56568,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Cladoniaceae,Cladina,arbuscula,"","",1,"",EA,Cladina arbuscula; whole organism,"","HOLT, EMILY",20677,7/20/2003,COM/GD,"","",Arctos=UAMb:Herb:56919 ALAAC=L24492,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/20/2003,"","Plot 15M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.06953/W164.75362,150 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56564,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,vermicularis,"","",1,"",EA,Thamnolia vermicularis; whole organism,"","HOLT, EMILY",20676,7/20/2003,COM/GD,"","",Arctos=UAMb:Herb:56920 ALAAC=L24491,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/20/2003,"","Plot 15M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.06953/W164.75362,150 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56569,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Cladoniaceae,Cladina,arbuscula,"","",1,"",EA,Cladina arbuscula; whole organism,"","HOLT, EMILY",20768,7/20/2003,COM/GD,"","",Arctos=UAMb:Herb:56921 ALAAC=L24515,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/20/2003,"","Plot 17M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.24532/W165.17146,75 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56570,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Cladoniaceae,Cladina,arbuscula,"","",1,"",EA,Cladina arbuscula; whole organism,"","HOLT, EMILY",20788,7/20/2003,COM/GD,"","",Arctos=UAMb:Herb:56922 ALAAC=L24519,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/20/2003,"","Plot 17P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.24408/W165.13777,100 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56351,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Caliciales,Sphaerophoraceae,Sphaerophorus,globosus,"","",1,"",EA,Sphaerophorus globosus; whole organism,"","HOLT, EMILY",20474,6/17/2003,COM/GD,"","",Arctos=UAMb:Herb:56930 ALAAC=L30793,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/17/2003,"","Plot 11P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.89492/W164.21873,675 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56352,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Nephromataceae,Nephroma,expallidum,"","",1,"",EA,Nephroma expallidum; whole organism,"","HOLT, EMILY",20652,6/17/2003,COM/GD,"","",Arctos=UAMb:Herb:56931 ALAAC=L31062,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/17/2003,"","Plot 14P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.97266/W164.25682,260 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56353,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Cladoniaceae,Cladina,rangiferina,"","",1,"",EA,Cladina rangiferina; whole organism,"","HOLT, EMILY",20629,6/17/2003,COM/GD,"","",Arctos=UAMb:Herb:56932 ALAAC=L31059,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/17/2003,"","Plot 14M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.94502/W164.33946,300 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56354,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,,Nephromataceae,Nephroma,arcticum,"","",1,"",EA,Nephroma arcticum; whole organism,"","HOLT, EMILY",20638,6/17/2003,COM/GD,"","",Arctos=UAMb:Herb:56933 ALAAC=L31060,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/17/2003,"","Plot 14M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.94502/W164.33946,300 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56355,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,amaurocraea,"","",1,"",EA,Cladonia amaurocraea; whole organism,"","HOLT, EMILY",20643a,6/17/2003,COM/GD,"","",Arctos=UAMb:Herb:56934 ALAAC=L31061,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/17/2003,"","Plot 14P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.97266/W164.25682,260 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56356,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Stereocaulaceae,Stereocaulon,paschale,"","",1,"",EA,Stereocaulon paschale; whole organism,"","HOLT, EMILY",20878,6/18/2003,COM/GD,"","",Arctos=UAMb:Herb:56935 ALAAC=L24548,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/18/2003,"","Plot 1P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.35502/W163.85017,550 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56357,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Bryocaulon,divergens,"","",1,"",EA,Bryocaulon divergens; whole organism,"","HOLT, EMILY",20498,6/18/2003,COM/GD,"","",Arctos=UAMb:Herb:56936 ALAAC=L24439,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/18/2003,"","Plot 12M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.89787/W164.73058,800 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56459,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Cetraria,laevigata,"","",1,"",EA,Cetraria laevigata; whole organism,"","HOLT, EMILY",21364a,7/6/2003,COM/GD,"","",Arctos=UAMb:Herb:56937 ALAAC=L24797,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/6/2003,"","Plot 7S, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.5247/W163.57495,600 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56460,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Stereocaulaceae,Stereocaulon,symphycheilum,"","",1,"",EA,Stereocaulon symphycheilum; whole organism,"","HOLT, EMILY",20387b,7/6/2003,COM/GD,"","",Arctos=UAMb:Herb:56938 ALAAC=L24413,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/6/2003,"","Plot 7S, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.5247/W163.57495,600 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56461,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Stereocaulaceae,Stereocaulon,paschale,"","",1,"",EA,Stereocaulon paschale; whole organism,"","HOLT, EMILY",21379,7/6/2003,COM/GD,"","",Arctos=UAMb:Herb:56939 ALAAC=L24800,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/6/2003,"","Plot 7S, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.5247/W163.57495,600 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56462,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Bryoria,nitidula,"","",1,"",EA,Bryoria nitidula; whole organism,"","HOLT, EMILY",20371b,7/6/2003,COM/GD,"","",Arctos=UAMb:Herb:56940 ALAAC=L24411,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/6/2003,"","Plot 7S-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.52449/W163.60353,600 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56463,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,coccifera,"","",1,"",EA,Cladonia coccifera; whole organism,"","HOLT, EMILY",20360a,7/6/2003,COM/GD,"","",Arctos=UAMb:Herb:56941 ALAAC=L24406,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/6/2003,"","Plot 7S, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.5247/W163.57495,600 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56464,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Lobariaceae,Lobaria,linita,"","",1,"",EA,Lobaria linita; whole organism,"","HOLT, EMILY",21183,7/6/2003,COM/GD,"","",Arctos=UAMb:Herb:56942 ALAAC=L24752,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/6/2003,"","Plot 4P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.49956/W163.49374,1000 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56465,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,,Peltigeraceae,Peltigera,aphthosa,"","",1,"",EA,Peltigera aphthosa; whole organism,"","HOLT, EMILY",21185,7/6/2003,COM/GD,"","",Arctos=UAMb:Herb:56943 ALAAC=L24753,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/6/2003,"","Plot 4P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.49956/W163.49374,1000 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56571,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Cladoniaceae,Cladina,arbuscula,"","",1,"",EA,Cladina arbuscula; whole organism,"","HOLT, EMILY",20789,7/20/2003,COM/GD,"","",Arctos=UAMb:Herb:56944 ALAAC=L24520,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/20/2003,"","Plot 18M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.17747/W165.07835,100 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56572,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Cladoniaceae,Cladina,arbuscula,"","",1,"",EA,Cladina arbuscula; whole organism,"","HOLT, EMILY",20807,7/20/2003,COM/GD,"","",Arctos=UAMb:Herb:56945 ALAAC=L24529,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/20/2003,"","Plot 19M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.18131/W164.5916,100 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56573,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,sulphurina,"","",1,"",EA,Cladonia sulphurina; whole organism,"","HOLT, EMILY",20795,7/20/2003,COM/GD,"","",Arctos=UAMb:Herb:56946 ALAAC=L24523,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/20/2003,"","Plot 18M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.17747/W165.07835,100 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56574,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,sulphurina,"","",1,"",EA,Cladonia sulphurina; whole organism,"","HOLT, EMILY",20674,7/20/2003,COM/GD,"","",Arctos=UAMb:Herb:56947 ALAAC=L24490,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/20/2003,"","Plot 15M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.06953/W164.75362,150 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56575,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,cyanipes,"","",1,"",EA,Cladonia cyanipes; whole organism,"","HOLT, EMILY",20791,7/20/2003,COM/GD,"","",Arctos=UAMb:Herb:56948 ALAAC=L24521,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/20/2003,"","Plot 18M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.17747/W165.07835,100 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56576,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,gracilis,"","",1,"",EA,Cladonia gracilis; whole organism,"","HOLT, EMILY",20783,7/20/2003,COM/GD,"","",Arctos=UAMb:Herb:56949 ALAAC=L24518,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/20/2003,"","Plot 17P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.24408/W165.13777,100 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56577,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,subfurcata,"","",1,"",EA,Cladonia subfurcata; whole organism,"","HOLT, EMILY",20811,7/20/2003,COM/GD,"","",Arctos=UAMb:Herb:56950 ALAAC=L30795,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/20/2003,"","Plot 19M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.18131/W164.5916,100 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56578,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,bellidiflora,"","",1,"",EA,Cladonia bellidiflora; whole organism,"","HOLT, EMILY",20776,7/20/2003,COM/GD,"","",Arctos=UAMb:Herb:56951 ALAAC=L30794,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/20/2003,"","Plot 17M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.24532/W165.17146,75 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56359,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,coccifera,"","",1,"",EA,Cladonia coccifera; whole organism,"","HOLT, EMILY",20356b,6/18/2003,COM/GD,"","",Arctos=UAMb:Herb:56959 ALAAC=L24403,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/18/2003,"","Plot 16M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.06094/W164.90071,125 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56360,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,crispata,"","",1,"",EA,Cladonia crispata; whole organism,"","HOLT, EMILY",20874,6/18/2003,COM/GD,"","",Arctos=UAMb:Herb:56960 ALAAC=L24547,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/18/2003,"","Plot 1P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.35502/W163.85017,550 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56361,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,vermicularis,"","",1,"",EA,Thamnolia vermicularis; whole organism,"","HOLT, EMILY",20867,6/18/2003,COM/GD,"","",Arctos=UAMb:Herb:56961 ALAAC=L24545,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/18/2003,"","Plot 1M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.43075/W163.42088,1250 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56362,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,vermicularis,"","",1,"",EA,Thamnolia vermicularis; whole organism,"","HOLT, EMILY",20766,6/18/2003,COM/GD,"","",Arctos=UAMb:Herb:56962 ALAAC=L24514,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/18/2003,"","Plot 16P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.98229/W165.08777,150 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56358,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,coccifera,"","",1,"",EA,Cladonia coccifera; whole organism,"","HOLT, EMILY",20383,6/18/2003,COM/GD,"","",Arctos=UAMb:Herb:56963 ALAAC=L24412,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/18/2003,"","Plot 1M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.43075/W163.42088,1250 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56363,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,vermicularis,"","",1,"",EA,Thamnolia vermicularis; whole organism,"","HOLT, EMILY",20749,6/18/2003,COM/GD,"","",Arctos=UAMb:Herb:56964 ALAAC=L24512,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/18/2003,"","Plot 16M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N66.06094/W164.90071,125 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56364,BELA-00128,BIOLOGY,Fungi,,Lecanoromycetes,,Icmadophilaceae,Thamnolia,vermicularis,"","",1,"",EA,Thamnolia vermicularis; whole organism,"","HOLT, EMILY",20520,6/18/2003,COM/GD,"","",Arctos=UAMb:Herb:56965 ALAAC=L24449,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",6/18/2003,"","Plot 12M, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.89787/W164.73058,800 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56467,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,nipponica,"","",1,"",EA,Cladonia nipponica; whole organism,"","HOLT, EMILY",21371,7/6/2003,COM/GD,"","",Arctos=UAMb:Herb:56966 ALAAC=L24799,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/6/2003,"","Plot 7S, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.5247/W163.57495,600 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56468,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Cladoniaceae,Cladina,stellaris,"","",1,"",EA,Cladina stellaris; whole organism,"","HOLT, EMILY",21178,7/6/2003,COM/GD,"","",Arctos=UAMb:Herb:56967 ALAAC=L24751,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/6/2003,"","Plot 4P, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.49956/W163.49374,1000 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56469,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,cervicornis,"","",1,"",EA,Cladonia cervicornis; whole organism,"","HOLT, EMILY",21392,7/6/2003,COM/GD,"","",Arctos=UAMb:Herb:56968 ALAAC=L24802,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/6/2003,"","Plot 7S-b, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.52449/W163.60353,600 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56470,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia,borealis,"","",1,"",EA,Cladonia borealis; whole organism,"","HOLT, EMILY",20340,7/6/2003,COM/GD,"","",Arctos=UAMb:Herb:56969 ALAAC=L24397,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/6/2003,"","Plot 7S, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.5247/W163.57495,600 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56466,BELA-00128,BIOLOGY,Fungi,Ascomycota,Ascomycetes,Lecanorales,Cladoniaceae,Cladina,mitis,"","",1,"",EA,Cladina mitis; whole organism,"","HOLT, EMILY",21365,7/6/2003,COM/GD,"","",Arctos=UAMb:Herb:56970 ALAAC=L24798,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/6/2003,"","Plot 7S, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.5247/W163.57495,600 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
BELA   56471,BELA-00128,BIOLOGY,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmelia,omphalodes,"","",1,"",EA,Parmelia omphalodes; whole organism,"","HOLT, EMILY",21377,7/6/2003,COM/GD,"","",Arctos=UAMb:Herb:56971 ALAAC=L30797,"METZGAR, JORDAN",11/11/2015,"HOLT, EMILY",7/6/2003,"","Plot 7S, Bering Land Bridge National Preserve","",AK,WGS 84,"","","",N65.5247/W163.57495,600 m,"","","",,"","","","","",,"","","","","","","",2003,N,UAMN - ALA HERBARIUM,LOAN OUT – NON-NPS – NON-FEDERAL,"",N,""
